file_name,caption
4689001890.jpg,Surgeons are operating in a hospital.
4689003496.jpg,"A man in scrubs, a doctors mask and hat stands near a monitor in a medical facility."
4689083291.jpg,"A small group of people is standing in a grassy, fenced-in area in the middle of downtown New York City."
468911753.jpg,A brown and white dog runs away carrying a big stick.
4689169924.jpg,A man wearing a tank-top and a baseball cap holding a camera.
468918320.jpg,A young couple kissing on a park bench.
4689253216.jpg,A woman in a white shirt is speaking to an audience made up mostly of children.
468926482.jpg,A man in a billowing green shirt and hat is playing a harp with a woman also dressed in green plays a flute behind him.
4689266358.jpg,"A main street scene of a small town with an overhead welcome sign that says ""Welcome to Golden""."
468930193.jpg,Two athletic men doing parkour off of buildings.
468930779.jpg,Closeup of a brown dog in the water holding a very large stick.
4689485382.jpg,An Indian woman interacts with another Indian woman at their Sari stand in the marketplace.
4689487867.jpg,"Older man wearing a north face vest, sunglasses and hat with buttons looking over cards at outdoor stand."
4689510110.jpg,A little boy is wearing a t-shirt that says Gidday is looking up at the sky while enjoying a snack.
4689716914.jpg,"Two women are posing with the Naked Cowboy in Times Square, New York City."
4689717490.jpg,A metal box attached to a pole sits opened with the keys still in the lock.
4689717802.jpg,Little girl in shorts wearing pigtails looking on at the bronze water fountain.
4689976046.jpg,Two pink poodles on pink leashes.
469021173.jpg,A hiker wearing an orange backpack is walking through long grass.
4690240999.jpg,A young man looks into the camera while a crowd of people on a busy street pass by.
4690242705.jpg,Two girls stand next to a row of bicycles with a crowd of people in the background.
4690243307.jpg,Man in a black shirt leaning against a pole while pedestrians walk about.
4690244023.jpg,"On a sidewalk, apparently in a shopping district somewhere in Asia, young women in high-heeled shoes have a discussion, while other shoppers walk by."
4690256836.jpg,A man wearing white shorts and a black tank top next to a man with red shorts and a black shirt walking on the sidewalk.
4690278994.jpg,A man jogging in athletic wear holding a bottle of water.
4690280732.jpg,A man wearing black swimming shorts and goggles comes out of the swimming pool while others look on.
469029994.jpg,A backpacker looks toward a foggy landscape.
4690414746.jpg,People on a street in front of the coliseum.
4690435409.jpg,A man in a black shirt walking down a crowded street with a girl in a flower shirt and Capri pants following closely behind him.
4690454050.jpg,Two women lay on their stomachs in the sun.
4690670113.jpg,Two people with bags next to a street at night.
4690834068.jpg,Two women dressed in pink and purple kimonos sit in a park area.
4690876280.jpg,"A woman, dressed in black pants and white shirt, is carrying a white bag and is walking with a crowd of people."
4690951134.jpg,Several women stand on a platform near the yellow line.
4691045262.jpg,An elderly man sits next to his shoes and jacket while leaning against a wall.
4691117837.jpg,There is a young woman dressed in green and red with a Mexican flag face-painted on her cheek.
4691217656.jpg,A man and a woman are walking on a street in front of a statue of a man on a horse.
4691275752.jpg,A man in a dark floral shirt and black jeans walks buy a brightly colored wall painted with a woman with bright green eyes.
4691424506.jpg,"In an artificially lighted outdoor city space, a crowd of young people surround a person wearing a white feather headdress and boa."
4691655395.jpg,A man and his medium-sized white dog approach two women seated on a bench with their large gray and black dog.
4691655601.jpg,A group of musicians plays outdoors with an open guitar case in front of them.
4691728367.jpg,People look down at something next to a large stone building.
4691732195.jpg,Two male individuals observing the contents of a table of books at a sidewalk sale.
4691807711.jpg,A trendy young man is talking on his cellphone near a fountain and is wearing red sunglasses and shiny loafers.
4691873312.jpg,Many people in red sports jerseys walking and talking in a city street.
4692047783.jpg,Two people stand on a brick laid street in front of a building with many lights.
4692101430.jpg,A man on a skateboard in front of a food stand.
4692141852.jpg,A group of people are standing next to a blue wooden fence while people walk by.
46921818.jpg,Three children are playing with a yellow toy on a green pillow.
4692195233.jpg,"Pedestrians, some walking and some riding bikes, pass a series of billboards."
4692226909.jpg,Three women in dresses are walking down the street at night.
4692428021.jpg,A man is blowing a horn at a festival.
4692456296.jpg,A woman holding a little girls hand walking across a bridge.
469259974.jpg,A man wearing glasses sits with a drink at a table whilst reading the newspaper.
4692725862.jpg,Two young boys using kick boards to learn how to swim.
4692727092.jpg,A small caucasian boy is swimming in a pool with a floaty.
4692746525.jpg,A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons.
4692834620.jpg,"A man in a red suit is dancing with a woman in a red skirt, in the street."
4693188134.jpg,A woman in a short black skirt waits on a street corner.
4693475539.jpg,A man wearing black and talking on a cellphone walks past a public train stop which features a men's fragrance ad on its side.
4693542894.jpg,Crowd of people around a river at night with bright lights.
4693817690.jpg,"A painting of a city with a old person with a walker, some people running, a person with a grocery cart, bald eagle in the sky, and a person floating above the ground."
4693817697.jpg,A woman in a scarf fiddles with her phone on Badge Street.
4693832859.jpg,A little boy with blue mittens walking over a wooden trail bridge.
469386480.jpg,A woman and man playing guitar while a brown-haired woman speaks on the phone.
4693885900.jpg,A worker is working in an elevator.
4694000518.jpg,Several women with long hair and mini-dresses walk together.
4694086907.jpg,There is a man in all black in the doorway of a building with the number 363 on it while a construction worker in gray with red stripes and a helmet is outside walking on the left.
4694259841.jpg,Young blond-haired women wearing a black tank top having a drink in a restaurant.
4694306241.jpg,Multi ethnic group of men in a singing performance.
4694375611.jpg,A merchant in a red shirt sells produce at a farmers market in a park.
4694397767.jpg,A man in a white tank top stands next to a rack of colorful clothes in a grassy field filled with vendors.
4694510761.jpg,A helmeted biker flying off a ramp in the woods.
4694601786.jpg,"Two chinese ladies walking down sidewalk surrounded by live trees, shrubs, and romantic shops."
4694697799.jpg,A man with an orange vest and a tattoo on his left arm is standing in front of a mirror where they are setting up for some kind of show.
4694892204.jpg,A man on a phone standing next to another man outside an old building.
4694894610.jpg,An older black man plays an electric guitar on a city street.
4694915413.jpg,A tall man with a bright colored coat looks down as he stands in a marketplace.
4695088157.jpg,"A woman in a white shirt, with white shorts and white high heeled shoes walks past a man in a black shirt and a black and white graffiti wall painting."
4695264392.jpg,A smiling woman wearing a purple shirt is running in a marathon.
4695471709.jpg,People are climbing stairs to a statue of several men.
4695473432.jpg,A man wearing sunglasses and a cap turns donuts with a piece machinery creating a cloud of smoke as a crowd watches and photographs the action.
4695672886.jpg,Two girls admiring jewelry worn by someone on their hands
4695699161.jpg,"Lady in red dress, fishnet stocking, holding chain of handcuffed man in dress."
4695704555.jpg,"A nun is riding a bicycle, in front of a purple bus."
4695719556.jpg,The back of two skinny models wearing white t-shirts and short shorts with high heels on passing by the camera equipment
4695720306.jpg,"A young lady walking down the street with long brown hair smiling and wearing a white blouse and white shorts, sunglasses and feeling in her shopping bag."
4695723369.jpg,An crowded oriental marketplace set in a narrow street.
4695761782.jpg,A woman is looking at a wooden structure.
4695983839.jpg,"A man in a kilt throws a large weight on a competition field, with pink flowers and spectators in the background."
4696008519.jpg,A man wearing a Nike shirt and kilt prepares to toss an object.
4696008531.jpg,A man in a kilt competes in an sporting contest at a Highland Games event.
4696079984.jpg,A man in a gray t-shirt and a woman in shorts and a black t-shirt stand in front of a monument.
4696105760.jpg,A man in a denim jacket paints the word 'China' in character letters on a white easel.
4696106624.jpg,A man and his dog are looking at magazines at the newspaper stand.
4696109052.jpg,"Two people survey the night sky, illuminated by the moon and the glow of the city they are in, with an ornate bust occupying the space to their right."
4696109474.jpg,Five young adults speak to each other on a street at night in a city.
4696110056.jpg,People traveling a side street in Venice at night.
4696281191.jpg,"A lady dressed in a white, short dress is next to a table set for two with a rock pier in the background."
4696331217.jpg,"A single woman walking in front of a large white building with many palm trees in the front, and a cloudy blue sky."
4696332335.jpg,A child wearing a blue coat is playing with Legos in a large lego pit.
4696378128.jpg,A man participating in walking event.
4696488386.jpg,Three people are taking a photograph of a young woman sitting in the middle of the street.
4696526667.jpg,A player falls on her knees during a roller derby.
4696548185.jpg,Three girls in yellow jerseys and two girls in orange jerseys are competing in a Roller Derby event.
4696582030.jpg,A construction worker wearing a yellow hat is shoving dirt into a wheelbarrow.
4696679499.jpg,A man wearing a black shirt and black shorts is leaning on a deck looking over a body of water
4696694753.jpg,Smiling young girl of asian descent holding a pink water bottle stands in front of a lake surrounded by a wooden fence.
4696738955.jpg,A man in a red shirt and brown shorts and a black cap is sitting near a river with a fishing rod in the water.
4696819207.jpg,Two parents stand and watch as children play in a bouncy house.
4696829163.jpg,A redheaded young boy in front of a fence holds a fishing pole in one hand and a line with a fish at the end of it in the other.
4696863473.jpg,A shirtless man sitting on a bench fiddles with something in his hand.
4696874093.jpg,"People sitting down, walking around and, taking pictures outside of a building."
4696903210.jpg,Buff african american man waits for subway at Wall Street station.
4696935973.jpg,A blond woman with a pink shirt and black leather pants holds a camera on a running track.
4697137626.jpg,Three female roller-derby players are aggressively skating.
4697178028.jpg,Three women in matching black and yellow dresses and a woman with orange hair.
4697180780.jpg,"A man wearing a short-sleeved, checkered shirt holds a camera with a large lens to his face."
4697182982.jpg,Women in orange and yellow uniforms play roller derby.
4697314878.jpg,"A man stands in front of a large, multicolored, fully inflated bounce house."
4697344340.jpg,A boy in a yellow shirt rides on the back of another boy's bicycle down a paved street.
4697416490.jpg,A group of young people and adults are fishing along a riverbank.
4697417481.jpg,"A man wearing an apron is watching a boy work on a bike, and they are surrounded by other bikes."
4697429772.jpg,"A young girl, wearing jeans and a white t-shirt, is fishing in a pond."
4697485356.jpg,A bearded black man in red cap and black jacket sitting on the pavement.
4697634866.jpg,A food cart is operated near an outdoor seating area.
4697732220.jpg,Three women wearing belly dancing costumes are pictured in color while the background of the shot is in black and white.
4698152924.jpg,A pink car and a motorcyclist pass a storefront decorated with mannequins.
4698189420.jpg,An African American boy peddles a bicycle in front of an elaborate gold gate.
46982960.jpg,Two smoking women lead a pack of women past two men leaning against a building.
4698362761.jpg,A parade with military personnel marching in their uniforms.
4698463256.jpg,Two men sitting outside having a conversation by a Free Advice sign.
4698726564.jpg,A lady looking at an ESPN advertisement.
4698908532.jpg,A woman with a pink sports shirt and a white cowboy hat is walking by a blue house.
4698972894.jpg,A man in a black suit using a phone booth.
4699379376.jpg,Two elderly people look up towards an unseen happening in a neighborhood.
4699396026.jpg,"A group of children wearing hats are walking in a line, one of the children is holding a women's hand with a hat and backpack."
469943969.jpg,A little girl in a fuchsia top uses a spatula to scoop up coffee beans from the metal pan on a seated woman's lap
4699461776.jpg,A woman along the street in front of a multicolored mod building.
4699585441.jpg,Three women are standing in front of the Coldtowne Theater.
4699585469.jpg,"A woman in green shirt poses near a parked, locked bike."
469969326.jpg,A woman wearing a red backpack is sitting on a rock overlooking the water.
4700142703.jpg,A man playing his guitar by a hotel pool.
4700233871.jpg,"A japanese person with bleached blond-hair set in a design with spikes, wearing a black leather jacket."
4700236014.jpg,A woman wearing a blue and white floral patterned tank dress makes a funny face as she attempts to eat some type of foil-wrapped food.
4700257912.jpg,A woman in a blue shirt and a girl in a pink dress sit on folding chairs in the street.
4700423961.jpg,"A man hangs from a horizontal pole, jutted from a building, with one hand."
4700435315.jpg,A woman in a blue and red uniform is rollerskating.
4700437495.jpg,Women compete in a game of roller derby.
4700549201.jpg,Two people are sitting down by an empty street.
4700563855.jpg,People are sitting on a bench in front of buildings.
4700581571.jpg,A man in a white shirt is reading a paper while others sit on a bench.
4700620470.jpg,A group of Asian people are walking on a busy street.
4700639206.jpg,Three goth friends hang out on a street.
4700695576.jpg,Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.
4700755622.jpg,"A man with brown hair is wearing goggles on top of his head, and a gas mask over his face."
4700788144.jpg,"Two motocross bikers wearing full protective gear, with one in midair after a jump and the other looking down at his motorcycle."
4700843895.jpg,One girl jumping over three others hanging on the side of a pool with ocean in background.
4701096000.jpg,A large number of people gather around a body of water.
4701104270.jpg,A woman in a white jacket is standing next to an older woman while reviewing a subway map.
4701188650.jpg,A young man waits on a bench with his bag behind a few advertisements in London.
4701327918.jpg,A woman standing on an incline with a red bag.
4701385015.jpg,Person with no hair and makeup sits next to others in front of portable toilets.
4701495336.jpg,Three men are riding horses in the rodeo with spectators watching.
4701498512.jpg,A group of four children sitting on bleacher seats wearing cowboy hats.
4701518180.jpg,A man talking on his cellphone on the street.
470169044.jpg,"One man, who is climbing a totem pole, smiles at the top of the pole."
4701941908.jpg,A young blond girl is eating her frozen snack while sitting on a bench next to a red stroller.
4701971495.jpg,A woman with a purple top is drinking straight from a black bottle.
4701971823.jpg,People smiling as they get wet with water.
4702013646.jpg,Two men dressed in hula skirts on the back of a moving truck.
4702314317.jpg,Four professional looking men are standing in front of a coffee stand.
4702439354.jpg,A girl wearing a multicolored backpack.
4702657446.jpg,A woman removing clothes from a dryer.
4702663436.jpg,A man wearing a white apron is plucking fowl above a container.
4702713514.jpg,"Two young, blond headed boys sitting in a chair while reading comic books."
470272588.jpg,A man in black clothes is standing on a ladder and drawing on a wall.
4702734830.jpg,A woman walks down the street with a pink purse and earmuffs.
4702827072.jpg,A man passed out on the ground in the street.
4702844775.jpg,A man in a black sweatshirt with blue trim playing a slot machine.
4702851298.jpg,A beautiful asian lady standing in a crosswalk in a french maid costume with a jacket on.
4702967745.jpg,A woman is shopping in the night street market.
4703134449.jpg,A group of robed Indian woman on a street by an old stone wall.
4703277578.jpg,A Black woman dressed in tank top and jeans holds a leash to a brown dog.
4703345907.jpg,"Woman with tattoos and long, flowing red dyed hair, sitting on sidewalk."
4703377742.jpg,A group of people outside in orange t-shirts under a De Koninck tent.
4703468060.jpg,A group of young men are running together on a beach.
4703514466.jpg,"A late-night market filled with many consumers and workers, depicting food being prepared."
470373679.jpg,A large window with a mountain range while onlookers stand in front.
4703790336.jpg,A woman in a yellow dress transporting picked food from the fields to wherever it may need to go.
4703903704.jpg,Young girls dressed in red riding unicycles in a parade.
4704083135.jpg,African American woman with a bluish white dress and an orange hair tie dancing.
4704158670.jpg,A woman in purple clothes with a white and red umbrella.
4704240614.jpg,A man on a scooter with a red and white jacket on and a camera around his neck.
4704577040.jpg,"A bald man stands next to a pay phone, looking the other direction."
4704578554.jpg,"A man picks through a garbage can at an intersection in New York City, which is identifiable by the trashcan."
470458461.jpg,A child wearing a rainbow striped shirt is pushing a toy cart.
4704668708.jpg,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present."
470472653.jpg,"Seven men in orange work at night on a railway, next to a train."
4704939783.jpg,"A woman in a blue shirt wears a backpack in a seafood market, and people order fish behind her."
4704939941.jpg,An older gentlemen wearing a white hat is sitting on a stool outside on the sidewalk while his dog patiently waits for him.
4704942917.jpg,Two men working at a stand selling pictures.
4704944999.jpg,"One man wearing a blue shirt, white shorts, and sandals, and another man wearing cargo pants and a gray jacket shop at a farmer's market."
4704975006.jpg,A man in dirty clothes sleeps against a blue wall with graffiti.
4705001158.jpg,"A man sitting in front of a store window with a sign that says ""Help Fight Hobophobia."""
4705094483.jpg,"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag."
4705275413.jpg,"A group of four children pose on a muddy beach, smiling and making faces."
4705276073.jpg,"Two children are standing on a beach making faces, their forearms covered in mud reaching towards the viewer."
4705341010.jpg,A seminar in an auditorium.
4705366381.jpg,Three woman pray with hands folded.
4705552913.jpg,Two blond women are hugging one another.
4705576434.jpg,A group of people outside a restaurant in an indoor shopping area.
4705586720.jpg,Customers shopping in food court market.
4705589602.jpg,A man with a checked shirt on is carrying a skateboard walking down the road.
4705616999.jpg,"A skateboarder approaches and other boarder watches, while a man, on a skateboard, rides his board up the wall of a skateboard park."
4705657814.jpg,A young man is drenched in water as a group of people play in the city's fountain.
4705826062.jpg,A man wearing a gray shirt and backpack eating an ice cream cone while a women in an orange shirt stands next to him.
4705826208.jpg,A woman with a cup and a yawning man are sitting in front of the Cigar Company shop.
4705853777.jpg,A man walking past two dogs tied up outside a storefront.
4705854511.jpg,A view into a window of a seated person reading a newspaper and an old-timey black car.
4705868165.jpg,A red and white tent with Asian women inside of it.
4705885089.jpg,Six girls are forming a human pyramid in a bedroom during what appears to be a slumber party.
4705913066.jpg,A man in a suit presents a presentation to woman wearing black.
4706080121.jpg,"A man with his shirt open, lays in the sun on the grass."
4706166634.jpg,Two young girls run on a sidewalk outside of a brick building with banners on it.
4706203156.jpg,A young woman in a black shirt and white sunglasses wearing a backpack is walking with a coffee drink in her hand.
4706432787.jpg,"A man is standing on his head, in midair on a giant flag while many onlookers watch and hoist him up."
4706435859.jpg,A person is floating in the air above a crowd in a city.
4706466713.jpg,A group of people on a street covered with trash and smoke.
4706729628.jpg,An old man in a business suit walks and smokes a cigarette outside by a clock.
4706791275.jpg,Toddler plays with mop on kitchen floor
4706793376.jpg,A woman wearing blue pants and a white top outdoors exercising.
4706859039.jpg,A couple is walking hand-in-hand towards a four-way intersection.
4706873095.jpg,A woman holding up a mirror to a child with a painted face at a busy event.
470696235.jpg,A man holding on atop of a jumping horse while others stand around watching him in a crowd.
4707092376.jpg,A man in a crowd wearing a red shirt is holding a trophy and a flag.
4707103760.jpg,"Man with red, white and blue flag with one star holds it waving in the wind in the middle of a street while a crowd is seen in the background and water is sprayed."
4707111500.jpg,An injured man lying on pavement with a man holding his head.
4707189762.jpg,Two people climb a sheer cliff face on a clear day.
4707314246.jpg,A lady in sunglasses holds a sign about helping Mexican youth and walks along the road.
4707504613.jpg,A man fishes from a broad brick-paved pedestrian path.
470754768.jpg,A little girl in pink standing on a mostly graveled path through a grassy area holds a pair of binoculars up to her face.
470823831.jpg,Some men stand near a sign written in English and Chinese.
4708245188.jpg,"A woman dressed in a black shirt is standing at a kitchen sink, washing a cutting board, looking at the camera."
47082665.jpg,A older man wearing a white hat and shirt is sitting at a table carving a roasted pig.
4708658738.jpg,A Hindu man napping on the floor.
4708678343.jpg,A man and overweight woman sit on a green bench while each eating an apple.
4708864670.jpg,A man in a sombrero and a woman in a blue bikini walking on a beach.
470887781.jpg,A crowd of people remember the Armenian genocide from 1915 to 1923.
470887785.jpg,"A speaking woman at a podium has the phrase ""Armenian Genocide"" written on it, flanked by priests and men in suits."
470887791.jpg,"An older man with a red, blue, and orange flag in a crowd"
470887795.jpg,A little girl in pink watches a young boy drink out of a bottle on a crowded street.
4708960542.jpg,A woman in a dress is walking beneath a cloudy blue sky.
470903027.jpg,A person wearing a hat sits on the grass with a mountain behind him.
4709167742.jpg,A man reaches into his left pocket as he is walking out of the street.
4709236295.jpg,A red-hair woman sitting in a garden with her back to the camera.
4709236483.jpg,A group of people walk down a pedestrian only street in Asia near large green trees and older brown buildings.
4709251370.jpg,A woman in a white bikini is standing on a beach with the waves coming in on her.
4709299672.jpg,"Two women and a man, dressed in red and white grass skirts, perform a dance."
4709819574.jpg,Harnessed Asian child lying on ground in front of stroller.
4710229807.jpg,A youngster straddles a small makeshift bench while his companion plays in the doorway nearby.
4710230329.jpg,A mint green trolley passes though a city.
4710230599.jpg,"A woman laying down in front of the doors to a grungy, yellow, red and green colored building."
4710342117.jpg,A female with a backpack is seated and holding a paper animal.
4710435378.jpg,A child wearing a t-shirt and shorts is sitting on an old swing.
4710471707.jpg,"A young man in a red quilted vest displays an assortment of silver pendants around his neck as he watches a woman in a yellow bikini top, a black jacket, and bright pink fingerless gloves go by."
4710490143.jpg,"Children with colorful balloons and lovers unite on a hot summer day, proving everyone enjoys the city center fountain."
4710499155.jpg,Many men in blue uniforms are walking in formation.
4710517021.jpg,Six people sit on a stone bench outside a restaurant looking in different directions.
4710536704.jpg,A man in a baseball cap stands in front of an ATM as a woman in shorts and a yellow shirt stands next to him.
4710757099.jpg,People gathering in the shade of dark green umbrellas at the beer garden.
4710763227.jpg,People enjoying lunch at tables in a park.
4710828126.jpg,A young African boy sits perched on a gate post next to a stop sign.
471094546.jpg,A woman prays while a young girl lights candles.
4710990069.jpg,A woman is walking in front of a brick wall on a sunny day.
471106357.jpg,A foreign country street where people are walking and sitting at tables eating taking in the sites.
4711423549.jpg,Two Bicyclist riding on a street with trees and high rises.
4711587439.jpg,Two Middle Eastern men are sitting together while another stoops near a bicycle wheel.
471159272.jpg,A tightrope walker entertains pedestrians on an urban street.
4711632344.jpg,"One man walks past a building, while another sits in front of the building on a stoop."
4711632810.jpg,A person is walking by a wall that is surrounding a church.
4711637472.jpg,Two women sitting on steps having discussion.
4711694578.jpg,Young people are playing in the snow while an older person seems to be taking pictures.
4711903148.jpg,A man holds a 4-wheel cycle for a little boy in a blue helmet as the boy holds a tool to fix it in a garage.
4712163485.jpg,A few people are shopping at an outdoor fruit market.
4712292911.jpg,People boarding a double decker bus.
4712369861.jpg,"A young Asian woman wearing tan boots, a floral skirt and a black jacket is walking down the street holding a camera, a brown purse, a gray bag and pink scarf."
4712411908.jpg,"A lady in black pants, white t-shirt with red writing across breast, doing a stretch exercise on top of a concrete sphere with a 18th century building surrounding the sphere."
4712431269.jpg,A woman in a yellow shirt eating.
4712565535.jpg,Three people in casual clothes walk in front of a gray building.
4712604889.jpg,A woman with a white rag on her head is fishing.
4712636240.jpg,An old man with a walking stick uses binoculars to look at mountains.
4713122355.jpg,A young woman in relaxed clothing vacuuming hallway with small vacuum.
4713156011.jpg,A black high jumper performing a jump over a pole.
4713458862.jpg,A shirtless young man is wearing a king tut headpiece and is standing in front of shops.
4713532955.jpg,A man with a bag walks down the street.
471354289.jpg,"Three people wearing white, while walking on stilts down a road outdoors."
4713654516.jpg,A buff man jogging down a road while listening to music.
47136688.jpg,A group of soldiers in white hats.
47136694.jpg,A group of military men in blue and white stand uniforms stand on a red and white floor.
471402959.jpg,A woman in an orange-hooded outfit is sitting with her hand on her face.
4714126592.jpg,A child riding a bike in an area with an overview of a body of water.
4714264743.jpg,"A man in sunglasses, a cap, dark jeans, and a denim jacket walks by an arch."
471453231.jpg,Two woman are opening a package as a dog watches them.
471464700.jpg,A child holding a yellow blanket is looking in a drawer which has bibs and toys.
4714730332.jpg,A London police officer writing a ticket to a man.
4714815517.jpg,A younger woman stands with another woman at a vegetable stand in front of a white van.
4714879695.jpg,Four women are walking down a brick street in a city.
4714935635.jpg,An older man in a beige jacket is standing outside an old building and reading a newspaper.
4715038539.jpg,A woman in a red shirt standing next to a woman in a black shirt and holding a bottle of water.
4715216920.jpg,A man in blue jeans and a white shirt walks along a dirty street in front of fencing that is covered in posters and graffiti.
4715258195.jpg,Old man sitting on a red bench looking at a blank screen.
4715269800.jpg,A bald fireman in his uniform rides in a moving vehicle.
4715586059.jpg,A blond woman dressed in black is singing into a microphone.
4715587253.jpg,A blond singer is performing as people dance behind her.
4715755037.jpg,Two men in cowboy hats on top of horses are roping a calf.
4715763245.jpg,A graphic artist with face painted in pink and white tiger stripes also adorned with matching colored mane applies face paint to an eager youth.
4715846690.jpg,A young girl standing at the edge of the street in a white dress.
4715879084.jpg,A man in a blue T-shirt and shorts is throwing a Frisbee in an outdoor scene while another watches.
4715895796.jpg,"Two women are standing under an umbrella together, in front of a bandstand."
4715971264.jpg,A young man wearing a beanie and a black shirt juggles neon green balls.
4716172909.jpg,A woman walks her dog in a marketplace.
4716175317.jpg,A crowd of people shopping at a street market in an urban area with buildings and a statue in background.
4716228900.jpg,A blond-haired woman singing on stage with dancers in the background.
4716333601.jpg,A woman in a striped shirt and glasses is walking in the city in front of a younger woman with a pink hat and red blouse.
4716364657.jpg,Two young black women walking down the street.
4716376540.jpg,Motorcycle rider riding a wheelie while sticking legs out.
4716415629.jpg,"A woman is riding a bicycle in her underwear with ""No Oil"" painted on her chest."
4716605063.jpg,An elderly woman with a black shoulder bag and a brown hat sits on a park bench eating an ice cream cone.
4716636103.jpg,Two young people hold each other closely as they walk down the sidewalk.
471667964.jpg,"A man in a gold foils skirt, sitting at a computer desk, looks at the camera with his hands raised to his face."
471668102.jpg,A man is sitting in a chair by a lake.
4716736879.jpg,An older gentleman wearing a black and red costume and top hat is talking to group of bystanders in front of a castle.
4716768732.jpg,A gymnast in white is doing a back flip.
4716793596.jpg,"Five young men, some with skateboards, are looking at a large bust-style statue of an elderly man."
4716816896.jpg,An older couple walk in the marketplace.
471694463.jpg,A woman with a microphone is standing next to a man using an Apple computer.
4716960048.jpg,A lady crosses a street with shopping bags and a drink in her hands.
4717012854.jpg,An older African American male holding lottery tickets on a city street.
4717017885.jpg,"A Christian man in a vest that states ""Repent of Sin Turn to Christ"" is holding a sign in a busy crowd in a boardwalk that states ""Jesus saves from Hell."""
4717058364.jpg,A woman with no shirt rides a bike.
4717112737.jpg,A large crowd of people are walking around a woman wearing an orange wig and a long blue dress.
4717130803.jpg,Two elderly women are sitting outside a front door on two lawn chairs.
4717261252.jpg,Young girl with red-hair and heavy eyeliner balls up her food wrapper.
4717472959.jpg,Two elderly woman view the contents of an ice cream cart.
4717479637.jpg,A man eyes a skillet full of food as he walks by.
4717481075.jpg,Two Asian women sit on a bench eating lunch while a white woman in a navy shirt walks by and checks out a promotional table.
4717486227.jpg,"In the foreground of a busy cafe-style street scene, a balding man wearing glasses, a yellow shirt and a black watch holds a plastic cup filled with a beverage."
4717487605.jpg,An older gentleman holding a can of coke and a young boy are at some sort of market event looking at something for sale.
4717494930.jpg,A young lady sitting outside a sporting event looking at her phone.
4717496285.jpg,A group of people taste some food at the market.
4717497965.jpg,A group of elderly people stand around a booth at a food co-op.
4717499333.jpg,A woman on a kiosk decorating cup cakes while bystanders attentively observe the technique.
4717504849.jpg,People cooking food at a busy and crowded festival.
4717508243.jpg,Three shoppers looking at product on a table at a outside market
4717515747.jpg,A man with scarf on his head and white shirt cooking at an outside event.
4717519711.jpg,Two women are standing together among a crowd of people eating some food.
4717521897.jpg,A man in a yellow shirt walking and drinking a beer.
4717523965.jpg,A group of women stand around a steel table outside with drinks.
4717583951.jpg,A casually dressed black man smoking a cigarette sitting on a bench next to a large Calvin Klein advertisement.
4717627685.jpg,"A man and a woman are sitting at a table, accompanied by a dog, at the edge of a street."
4717657834.jpg,Three young girls with a lot of makeup on holding up signs about oil.
4717658442.jpg,A protest or parade against oil spills.
4717660540.jpg,Homeless people sleeping on the street in front of a store.
4717759280.jpg,A bunch of people are standing all around with a Ferris wheel and buildings in the background.
4717777678.jpg,A person in red shorts riding a bike towards a crowd.
4717895395.jpg,"Two preschool-age boys play on the ground, with one digging in dirt with a garden spade."
4717903900.jpg,"Two almost naked people walk together, one with a unicycle, and the other wearing a masquerade mask."
4717966711.jpg,"An Asian woman, wearing a light blur jacket, enjoys a skewer outside."
4718049113.jpg,"Two young men climb a tree overlooking a rural setting, with one of them out far on a limb and clutching a white helmet."
4718073858.jpg,A woman displays her excitement by jumping in the air and raising her arms in a snow-covered field in front of the mountains.
4718115322.jpg,A woman in black talking to a woman in purple standing behind a long table of hats talking about hats.
4718118294.jpg,Two women visiting a wine sample table.
4718120804.jpg,People trying out foods from a local bakery at a local potluck.
4718126728.jpg,A man and woman are choosing food to eat during a buffet at an outdoor event.
4718128553.jpg,A man in a white outfit with a red belt performs an acrobatic move in front of a group of people who encircle him.
4718128728.jpg,A man standing at a folding table sells soda stored in a metal tub.
4718134968.jpg,A group of people congregate in the street.
4718145266.jpg,A group of people surrounding a food station
4718146904.jpg,People serving food to an elderly shopper.
4718150262.jpg,A man in a white hat is making smoothies.
4718154276.jpg,A woman with a baby stroller selects a small beach ball from a rack outside of a store.
4718157654.jpg,Man in a blue shirt at a food stand talks to two middle-aged women.
4718162492.jpg,A band performing in a town square in front of a large crowd
4718205942.jpg,An Asian woman is standing on a path with a basket on her head looking into a mirror she is holding in her hand.
4718218178.jpg,A woman wearing a white shirt and a skirt is walking down the sidewalk.
4718415992.jpg,A group of men wearing hard hats and safety vests are standing on a large metal structure.
4718615348.jpg,Bronislaw Komorowski's campaign sign floats above a McDonald's.
4718776112.jpg,A group of people in white sports outfits are gathered together while one of them performs a dance.
4718819826.jpg,"Young boy wearing a brown, long shawl and black hat, with a feather in it, walking in the street."
4718840212.jpg,3 women walking through a large crowd of people on the street.
4718871145.jpg,A firefighter in on the street in front of a burning building.
4718950442.jpg,A man in a blue hat and glasses is adjusting a camera on a tripod.
4718954099.jpg,Two men standing on a street wearing firemen's uniforms.
4718997478.jpg,Three people are looking out into the water through telescopes near a brick building and over a green rail.
